"age","workclass","fnlwgt","education","educationnum","maritalstatus","occupation","relationship","race","sex","capitalgain","capitalloss","hoursperweek","nativecountry","income","native.country"
51," Private",159910," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," Black"," Male",10520,0,40," United-States"," >50K"," United-States"
30," Self-emp-inc",117570," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,60," United-States"," <=50K"," United-States"
51," Private",35576," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,38," United-States"," <=50K"," United-States"
24," Private",278130," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
23," Private",580248," HS-grad",9," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
35," Private",230054," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"," Mexico"
68," State-gov",235882," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,2377,60," United-States"," >50K"," United-States"
31," Private",332379," Some-college",10," Married-spouse-absent"," Transport-moving"," Unmarried"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
27," Private",36440," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,65," United-States"," >50K"," United-States"
54," Private",143865," HS-grad",9," Divorced"," Sales"," Unmarried"," White"," Female",0,0,35," United-States"," <=50K"," United-States"
74," ?",104661," Some-college",10," Widowed"," ?"," Not-in-family"," White"," Female",0,0,12," United-States"," <=50K"," United-States"
32," Private",96016," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"," United-States"
41," Self-emp-not-inc",227065," Some-college",10," Separated"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
23," Private",373550," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
17," Private",354201," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
63," Private",181863," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,27," United-States"," <=50K"," United-States"
22," Private",203182," Bachelors",13," Never-married"," Exec-managerial"," Other-relative"," White"," Female",0,0,20," United-States"," <=50K"," United-States"
60," ?",191024," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
76," Private",316185," 7th-8th",4," Widowed"," Protective-serv"," Not-in-family"," White"," Female",0,0,12," United-States"," <=50K"," United-States"
41," Private",89226," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
63," Self-emp-not-inc",231777," Bachelors",13," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
61," Private",232308," 10th",6," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
33," Private",170651," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",1055,0,40," United-States"," <=50K"," United-States"
39," Private",343403," HS-grad",9," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,36," United-States"," <=50K"," United-States"
31," Private",286675," HS-grad",9," Divorced"," Craft-repair"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
55," Private",234213," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," United-States"," <=50K"," United-States"
37," Private",233490," HS-grad",9," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
47," Private",84726," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
75," Self-emp-not-inc",184335," 11th",7," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,30," United-States"," <=50K"," United-States"
43," Private",102025," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," Other"," Male",0,0,50," United-States"," <=50K"," United-States"
27," Private",150025," 5th-6th",3," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,40," Guatemala"," <=50K"," Guatemala"
40," Private",150528," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
33," Private",247205," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," Black"," Male",0,0,40," England"," <=50K"," England"
26," Private",291968," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,44," United-States"," <=50K"," United-States"
34," Private",80933," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1672,40," United-States"," <=50K"," United-States"
37," Local-gov",31023," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
28," Private",241895," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1628,40," United-States"," <=50K"," United-States"
26," Private",290286," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"," United-States"
21," ?",249271," Some-college",10," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
41," Local-gov",343079," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,1740,20," United-States"," <=50K"," United-States"
42," Self-emp-not-inc",37618," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States"," <=50K"," United-States"
50," Private",217083," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," >50K"," United-States"
26," Private",109419," Assoc-voc",11," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"," United-States"
18," Private",193741," 11th",7," Never-married"," Other-service"," Other-relative"," Black"," Male",0,0,30," United-States"," <=50K"," United-States"
27," Private",588905," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
46," State-gov",222374," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,43," United-States"," >50K"," United-States"
30," Private",173647," Some-college",10," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
38," Private",296125," HS-grad",9," Separated"," Priv-house-serv"," Unmarried"," Black"," Female",0,0,30," United-States"," <=50K"," United-States"
47," Private",142719," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
23," Private",162593," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,40," United-States"," <=50K"," United-States"
46," Self-emp-not-inc",236852," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States"," >50K"," United-States"
37," Self-emp-inc",291518," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",15024,0,55," United-States"," >50K"," United-States"
57," Private",170244," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
19," Private",202673," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
20," ?",29810," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
63," Private",96299," HS-grad",9," Divorced"," Transport-moving"," Unmarried"," White"," Male",0,0,45," United-States"," >50K"," United-States"
51," Private",237729," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
33," Self-emp-not-inc",131568," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,66," United-States"," <=50K"," United-States"
33," Private",171216," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"," United-States"
19," Private",52372," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"," United-States"
53," Private",137428," 7th-8th",4," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," United-States"," >50K"," United-States"
30," Private",504725," 10th",6," Never-married"," Sales"," Other-relative"," White"," Male",0,0,18," Guatemala"," <=50K"," Guatemala"
54," Local-gov",135840," 10th",6," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," United-States"
30," Private",35644," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,10," United-States"," <=50K"," United-States"
19," Private",262515," 11th",7," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,20," United-States"," <=50K"," United-States"
19," ?",423863," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"," United-States"
32," Federal-gov",111567," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
46," Local-gov",253116," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"," United-States"
46," Private",201217," HS-grad",9," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
20," Private",196745," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",594,0,16," United-States"," <=50K"," United-States"
29," Local-gov",175262," Masters",14," Married-civ-spouse"," Prof-specialty"," Other-relative"," White"," Male",0,0,35," United-States"," <=50K"," United-States"
24," Self-emp-not-inc",37440," Bachelors",13," Never-married"," Farming-fishing"," Unmarried"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
31," Private",395170," Assoc-voc",11," Married-civ-spouse"," Other-service"," Wife"," Amer-Indian-Eskimo"," Female",0,0,24," Mexico"," <=50K"," Mexico"
21," Private",190761," 10th",6," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,70," United-States"," <=50K"," United-States"
32," ?",169886," Bachelors",13," Never-married"," ?"," Not-in-family"," White"," Female",0,0,20," ?"," <=50K"," ?"
40," Private",130571," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
29," Private",56630," Assoc-voc",11," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
49," Private",117095," HS-grad",9," Separated"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
55," Federal-gov",189985," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"," United-States"
19," Private",306467," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"," United-States"
20," Private",189888," 12th",8," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
51," Private",179010," Some-college",10," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,60," United-States"," <=50K"," United-States"
62," ?",94931," Assoc-voc",11," Married-civ-spouse"," ?"," Husband"," White"," Male",3411,0,40," United-States"," <=50K"," United-States"
50," State-gov",229272," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,40," United-States"," >50K"," United-States"
24," Private",611029," 10th",6," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
34," Private",137900," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"," United-States"
46," Self-emp-not-inc",32825," HS-grad",9," Separated"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
19," ?",174233," Some-college",10," Never-married"," ?"," Own-child"," Black"," Male",0,0,24," United-States"," <=50K"," United-States"
61," Private",166124," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
47," Private",76612," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
25," Private",22546," Bachelors",13," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"," United-States"
22," Private",73203," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
